"CODE_SET","CDF_MEANING","CKI"
"28984","LARYNXCA","CKI.CODEVALUE!3019184"
"28984","LEUKOTHER","CKI.CODEVALUE!3014811"
"28984","LIVERTRAN","CKI.CODEVALUE!3023486"
"28984","LIVSMBTRAN","CKI.CODEVALUE!3023487"
"28984","LOWGIBLEED","CKI.CODEVALUE!3014797"
"28984","LUNGCA","CKI.CODEVALUE!3019185"
"28984","LUNGSTRAN","CKI.CODEVALUE!3023584"
"28984","LUNGTRAN","CKI.CODEVALUE!3023585"
"28984","M-CAROTHER","CKI.CODEVALUE!3014627"
"28984","MENINGITIS","CKI.CODEVALUE!3014893"
"28984","M-GIOTHER","CKI.CODEVALUE!3014831"
"28984","M-GUOTHER","CKI.CODEVALUE!3014735"
"28984","M-HEMOTHER","CKI.CODEVALUE!3014806"
"28984","MIXEDCTDIS","CKI.CODEVALUE!3014865"
"28984","M-MENOTHER","CKI.CODEVALUE!3014854"
"28984","M-MUSOTHER","CKI.CODEVALUE!3014867"
"28984","M-NEUROTH","CKI.CODEVALUE!3014896"
"28984","M-NMUSOTH","CKI.CODEVALUE!3014897"
"28984","M-RESOTHER","CKI.CODEVALUE!3019210"
"28984","M-TRAUMOTH","CKI.CODEVALUE!3032138"
"28984","M-VASOTHER","CKI.CODEVALUE!3014670"
"28984","MYASTHENIA","CKI.CODEVALUE!3014894"
"28984","MYOCONTUS","CKI.CODEVALUE!3014635"
"28984","NEARDROWN","CKI.CODEVALUE!3019194"
"28984","NEURABSCES","CKI.CODEVALUE!3014881"
"28984","NEURONEO","CKI.CODEVALUE!3014895"
"28984","NEUTROPEN","CKI.CODEVALUE!3014814"
"28984","NONHODGLYM","CKI.CODEVALUE!3014813"
"28984","NTCOMA","CKI.CODEVALUE!12606447"
"28984","ODALCOH","CKI.CODEVALUE!12606450"
"28984","ODANALG","CKI.CODEVALUE!12606451"
"28984","ODDEPRES","CKI.CODEVALUE!12606452"
"28984","ODOTHER","CKI.CODEVALUE!12606453"
"28984","ODSEDHYP","CKI.CODEVALUE!12606454"
"28984","ODSTREET","CKI.CODEVALUE!12606455"
"28984","OHYDROCEPH","CKI.CODEVALUE!3014892"
"28984","ORALCA","CKI.CODEVALUE!3019186"
"28984","OTH_MI","CKI.CODEVALUE!3014652"
"28984","OTHERANEUR","CKI.CODEVALUE!3014623"
"28984","OTHERGICA","CKI.CODEVALUE!3014821"
"28984","PANCREATCA","CKI.CODEVALUE!3014822"
"28984","PANCRETRAN","CKI.CODEVALUE!3023586"
"28984","PANCRITIS","CKI.CODEVALUE!3014838"
"28984","PANCYTOPEN","CKI.CODEVALUE!3014816"
"28984","PAPMUSCLE","CKI.CODEVALUE!3014654"
"28984","PEPULCER","CKI.CODEVALUE!3014840"
"28984","PERICARDIT","CKI.CODEVALUE!3014655"
"28984","PERICEFFUS","CKI.CODEVALUE!3014645"
"28984","PERITAMPON","CKI.CODEVALUE!3014666"
"28984","PERITOHEM","CKI.CODEVALUE!3014835"
"28984","PERITONIT","CKI.CODEVALUE!3014839"
"28984","PLEUREFFUS","CKI.CODEVALUE!3019188"
"28984","PNEUMASPIR","CKI.CODEVALUE!3019196"
"28984","PNEUMBACT","CKI.CODEVALUE!3019197"
"28984","PNEUMFUNG","CKI.CODEVALUE!3019205"
"28984","PNEUMOTHER","CKI.CODEVALUE!3019206"
"28984","PNEUMOTHOR","CKI.CODEVALUE!3019209"
"28984","PNEUMPARAS","CKI.CODEVALUE!3019207"
"28984","PNEUMVIRAL","CKI.CODEVALUE!3019208"
"28984","POISON","CKI.CODEVALUE!3014900"
"28984","POSTPARHEM","CKI.CODEVALUE!3014738"
"28984","PRE-ECLAMP","CKI.CODEVALUE!3014747"
"28984","PREHEMMON","CKI.CODEVALUE!3014653"
"28984","PRIMHYPERT","CKI.CODEVALUE!3019193"
"28984","PULMEMBOL","CKI.CODEVALUE!3019189"
"28984","PULMONHEM","CKI.CODEVALUE!3019191"
"28984","RENALBLEED","CKI.CODEVALUE!3014748"
"28984","RENALNEO","CKI.CODEVALUE!3014753"
"28984","RENALOBST","CKI.CODEVALUE!3014754"
"28984","RENINFX","CKI.CODEVALUE!3014752"
"28984","RESLUNGDIS","CKI.CODEVALUE!3020176"
"28984","RESPARREST","CKI.CODEVALUE!3019181"
"28984","RHABDOMYO","CKI.CODEVALUE!3014869"
"28984","RHARTHRIT","CKI.CODEVALUE!3014862"
"28984","RHYTHATR","CKI.CODEVALUE!12606456"
"28984","RHYTHCON","CKI.CODEVALUE!12606457"
"28984","RHYTHMDIS","CKI.CODEVALUE!3014656"
"28984","RHYTHVEN","CKI.CODEVALUE!12606458"
"28984","S-AAANEUDI","CKI.CODEVALUE!3014674"
"28984","S-AAANEUR","CKI.CODEVALUE!3014673"
"28984","S-AAANEUUP","CKI.CODEVALUE!3014675"
"28984","S-ADRENAL","CKI.CODEVALUE!3014857"
"28984","S-AFEMGRAF","CKI.CODEVALUE!3014701"
"28984","SAH/AVMAL","CKI.CODEVALUE!3014902"
"28984","SAH/IANEUR","CKI.CODEVALUE!3014903"
"28984","S-AICD","CKI.CODEVALUE!3014693"
"28984","S-AILGRAFT","CKI.CODEVALUE!3014702"
"28984","S-AMPUTATN","CKI.CODEVALUE!3014872"
"28984","S-ANULO","CKI.CODEVALUE!3014681"
"28984","S-APPENDIX","CKI.CODEVALUE!3014842"
"28984","S-AVMALFOR","CKI.CODEVALUE!3019155"
"28984","S-BENTUMOR","CKI.CODEVALUE!3023471"
"28984","S-BIVALVE","CKI.CODEVALUE!3014713"
"28984","S-BMARTRAN","CKI.CODEVALUE!3027838"
"28984","S-BPFISTUL","CKI.CODEVALUE!3023472"
"28984","S-BRAINBIO","CKI.CODEVALUE!3019156"
"28984","S-BULLECT","CKI.CODEVALUE!3023465"
"28984","S-BURN","CKI.CODEVALUE!12606459"
"28984","S-BURRHOLE","CKI.CODEVALUE!3019157"
"28984","S-CABG","CKI.CODEVALUE!3014682"
"28984","S-CABGAOV","CKI.CODEVALUE!12606460"
"28984","S-CABGDVAL","CKI.CODEVALUE!3014687"
"28984","S-CABGMINI","CKI.CODEVALUE!3014684"
"28984","S-CABGMIV","CKI.CODEVALUE!12606461"
"28984","S-CABGMVR","CKI.CODEVALUE!12606462"
"28984","S-CABGREDO","CKI.CODEVALUE!3014683"
"28984","S-CABGROTH","CKI.CODEVALUE!3014685"
"28984","S-CABGVALV","CKI.CODEVALUE!3014689"
"28984","S-CABGWOTH","CKI.CODEVALUE!3014688"
"28984","S-CABREVAL","CKI.CODEVALUE!3014686"
"28984","S-CAPD","CKI.CODEVALUE!3014769"
"28984","S-CARCONG","CKI.CODEVALUE!12606463"
"28984","S-CARDASD","CKI.CODEVALUE!12606464"
"28984","S-CARDCOMP","CKI.CODEVALUE!3014692"
"28984","S-CARDVSD","CKI.CODEVALUE!12606465"
"28984","S-CAROTEND","CKI.CODEVALUE!3014699"
"28984","S-CAROTHER","CKI.CODEVALUE!3014690"
"28984","S-CELLINFX","CKI.CODEVALUE!3014873"
"28984","S-CHESTMAL","CKI.CODEVALUE!3023476"
"28984","S-CHOLANGI","CKI.CODEVALUE!3014770"
"28984","SCLERODERM","CKI.CODEVALUE!3014870"
"28984","S-CONDXMAP","CKI.CODEVALUE!3014671"
"28984","S-COSMETIC","CKI.CODEVALUE!3014874"
"28984","S-CRANCOMP","CKI.CODEVALUE!3019161"
"28984","S-CRANERVE","CKI.CODEVALUE!3019160"
"28984","S-CRANINFX","CKI.CODEVALUE!3019153"
"28984","S-CRANNEO","CKI.CODEVALUE!3019168"
"28984","S-CSECTION","CKI.CODEVALUE!3014719"
"28984","S-CSFLEAK","CKI.CODEVALUE!3019158"
"28984","S-CVCONGEN","CKI.CODEVALUE!3014680"
"28984","S-CVTUMOR","CKI.CODEVALUE!3014712"
"28984","S-CYSTNEO","CKI.CODEVALUE!3014721"
"28984","S-CYSTOTH","CKI.CODEVALUE!3014722"
"28984","SDH","CKI.CODEVALUE!3014890"
"28984","S-DIALGRAF","CKI.CODEVALUE!3014700"
"28984","S-DILWANES","CKI.CODEVALUE!3014694"
"28984","S-DILWOANE","CKI.CODEVALUE!3014695"
"28984","S-DIVERTIC","CKI.CODEVALUE!3014773"
"28984","S-ECTOPIC","CKI.CODEVALUE!3014723"
"28984","SEIZURES","CKI.CODEVALUE!3014901"
"28984","SELF-OD","CKI.CODEVALUE!3014898"
"28984","S-EMBWANES","CKI.CODEVALUE!3014696"
"28984","S-EMBWOANE","CKI.CODEVALUE!3014697"
"28984","S-ENDOTHER","CKI.CODEVALUE!3014698"
"28984","SEPARTHRIT","CKI.CODEVALUE!3014863"
"28984","S-EPIHEMA","CKI.CODEVALUE!3019165"
"28984","SEPSISCUT","CKI.CODEVALUE!3014657"
"28984","SEPSISGI","CKI.CODEVALUE!3014658"
"28984","SEPSISGYN","CKI.CODEVALUE!3014659"
"28984","SEPSISOTH","CKI.CODEVALUE!3014660"
"28984","SEPSISPULM","CKI.CODEVALUE!3014661"
"28984","SEPSISUNK","CKI.CODEVALUE!3014663"
"28984","SEPSISUTI","CKI.CODEVALUE!3014662"
"28984","S-ESOPHCA","CKI.CODEVALUE!3014763"
"28984","S-ESOPHOTH","CKI.CODEVALUE!3014775"
"28984","S-FACIAL","CKI.CODEVALUE!3023468"
"28984","S-FEMFGRAF","CKI.CODEVALUE!3014703"
"28984","S-FEMPGRAF","CKI.CODEVALUE!3014704"
"28984","S-FRXOTHER","CKI.CODEVALUE!3014875"
"28984","S-GASTROST","CKI.CODEVALUE!3014778"
"28984","S-GENOTHER","CKI.CODEVALUE!3014727"
"28984","S-GIABSCYS","CKI.CODEVALUE!3014780"
"28984","S-GIBLEOTH","CKI.CODEVALUE!3014756"
"28984","S-GICOMPL","CKI.CODEVALUE!3014771"
"28984","S-GIFISTAB","CKI.CODEVALUE!3014777"
"28984","S-GIOBSTRX","CKI.CODEVALUE!3014781"
"28984","S-GIOTHCA","CKI.CODEVALUE!3014764"
"28984","S-GIOTHER","CKI.CODEVALUE!3014784"
"28984","S-GIPERFOR","CKI.CODEVALUE!3014783"
"28984","S-GIVASISC","CKI.CODEVALUE!3014785"
"28984","S-HEARTRAN","CKI.CODEVALUE!3027839"
"28984","S-HEMOTHER","CKI.CODEVALUE!3014823"
"28984","S-HERNIA","CKI.CODEVALUE!3014788"
"28984","S-HIATALH","CKI.CODEVALUE!3014786"
"28984","S-HODGKINL","CKI.CODEVALUE!3014824"
"28984","S-HTLNTRAN","CKI.CODEVALUE!3028240"
"28984","S-HYSTERCA","CKI.CODEVALUE!3014728"
"28984","S-HYSTFIB","CKI.CODEVALUE!3014733"
"28984","S-ICH","CKI.CODEVALUE!3019166"
"28984","SICKLECELL","CKI.CODEVALUE!3014818"
"28984","S-INFBOWDI","CKI.CODEVALUE!3014789"
"28984","S-KIDPTRAN","CKI.CODEVALUE!3032091"
"28984","S-KIDTRAN","CKI.CODEVALUE!3029994"
"28984","S-LARTRACA","CKI.CODEVALUE!3023467"
"28984","SLEEPAPNEA","CKI.CODEVALUE!3019179"
"28984","S-LGIBLEED","CKI.CODEVALUE!3014843"
"28984","S-LGINTCA","CKI.CODEVALUE!3014761"
"28984","S-LIVTRAN","CKI.CODEVALUE!3032092"
"28984","S-LNGSTRAN","CKI.CODEVALUE!3032094"
"28984","S-LSMBTRAN","CKI.CODEVALUE!3032093"
"28984","S-LUNGBIOP","CKI.CODEVALUE!3023464"
"28984","S-LUNGCA","CKI.CODEVALUE!3023474"
"28984","S-LUNGTRAN","CKI.CODEVALUE!3032095"
"28984","S-LYMPHDIS","CKI.CODEVALUE!3014745"
"28984","S-LYMPHDSX","CKI.CODEVALUE!3014749"
"28984","S-MASTECT","CKI.CODEVALUE!3014755"
"28984","SMBOWLTRAN","CKI.CODEVALUE!3026027"
"28984","S-METENOTH","CKI.CODEVALUE!3014858"
"28984","SMOKEINHAL","CKI.CODEVALUE!3023461"
"28984","S-NEPHRNEO","CKI.CODEVALUE!3014758"
"28984","S-NEPHROTH","CKI.CODEVALUE!3014759"
"28984","S-NEUOTHER","CKI.CODEVALUE!3019170"
"28984","S-NONHODGL","CKI.CODEVALUE!3014825"
"28984","S-OBESITY","CKI.CODEVALUE!3014791"
"28984","S-OBNEPHRO","CKI.CODEVALUE!3014768"
"28984","S-OBSTRNEO","CKI.CODEVALUE!3014762"
"28984","S-OBSTROTH","CKI.CODEVALUE!3014765"
"28984","S-OOPHOREC","CKI.CODEVALUE!3014772"
"28984","S-ORASINCA","CKI.CODEVALUE!3023466"
"28984","S-ORCHIECT","CKI.CODEVALUE!3014779"
"28984","S-ORTHOTH","CKI.CODEVALUE!3014879"
"28984","S-OTHANEUR","CKI.CODEVALUE!3014679"
"28984","S-OTHGRAFT","CKI.CODEVALUE!3014705"
"28984","S-OTHINFX","CKI.CODEVALUE!3023469"
"28984","S-PANCREAT","CKI.CODEVALUE!3014792"
"28984","S-PANCRECA","CKI.CODEVALUE!3014802"
"28984","S-PANTRAN","CKI.CODEVALUE!3032096"
"28984","S-PARATHYR","CKI.CODEVALUE!3014859"
"28984","S-PELVEXEN","CKI.CODEVALUE!3014725"
"28984","S-PELVEXM","CKI.CODEVALUE!3014724"
"28984","S-PELVREL","CKI.CODEVALUE!3014774"
"28984","S-PERICARD","CKI.CODEVALUE!3014709"
"28984","S-PERIEFFU","CKI.CODEVALUE!3014708"
"28984","S-PERITLAV","CKI.CODEVALUE!3014793"
"28984","S-PERITON","CKI.CODEVALUE!3014795"
"28984","S-PLEURDIS","CKI.CODEVALUE!3023478"
"28984","S-PORTSHUN","CKI.CODEVALUE!3014800"
"28984","S-PVENSHUN","CKI.CODEVALUE!3014798"
"28984","S-REMGRAFT","CKI.CODEVALUE!3014707"
"28984","S-RENGRAFT","CKI.CODEVALUE!3014706"
"28984","S-REPBLAD","CKI.CODEVALUE!3014718"
"28984","S-RESOTHER","CKI.CODEVALUE!3023470"
"28984","S-RESPINFX","CKI.CODEVALUE!3023479"
"28984","S-RUPOVCYS","CKI.CODEVALUE!3014720"
"28984","S-SAH/ICA","CKI.CODEVALUE!3019175"
"28984","S-SDH","CKI.CODEVALUE!3019164"
"28984","S-SEIZURE","CKI.CODEVALUE!3019171"
"28984","S-SHUNTS","CKI.CODEVALUE!3019172"
"28984","S-SKINGRAF","CKI.CODEVALUE!3014876"
"28984","S-SKINOTH","CKI.CODEVALUE!3014880"
"28984","S-SLEEPAPN","CKI.CODEVALUE!3023463"
"28984","S-SMBTRAN","CKI.CODEVALUE!3032097"
"28984","S-SMINTCA","CKI.CODEVALUE!3014766"
"28984","S-SPBPH","CKI.CODEVALUE!3014782"
"28984","S-SPINCOMP","CKI.CODEVALUE!3019159"
"28984","S-SPINDECO","CKI.CODEVALUE!3019167"
"28984","S-SPINDEV","CKI.CODEVALUE!3019162"
"28984","S-SPINEOTH","CKI.CODEVALUE!3019173"
"28984","S-SPINFUS","CKI.CODEVALUE!3019163"
"28984","S-SPINNEO","CKI.CODEVALUE!3019169"
"28984","S-SPLEEN","CKI.CODEVALUE!3014801"
"28984","S-STEREOPR","CKI.CODEVALUE!3019174"
"28984","S-STOMACCA","CKI.CODEVALUE!3014767"
"28984","S-SUPROSCA","CKI.CODEVALUE!3014776"
"28984","S-SYMPATH","CKI.CODEVALUE!3019176"
"28984","S-TAANEUDI","CKI.CODEVALUE!3014677"
"28984","S-TAANEUR","CKI.CODEVALUE!3014676"
"28984","S-TAANEURU","CKI.CODEVALUE!3014678"
"28984","STABANGINA","CKI.CODEVALUE!3014665"
"28984","S-THESOPCA","CKI.CODEVALUE!3023473"
"28984","S-THOROTH","CKI.CODEVALUE!3023477"
"28984","S-THORREDU","CKI.CODEVALUE!3023475"
"28984","S-THROMBWA","CKI.CODEVALUE!3014710"
"28984","S-THROMWOA","CKI.CODEVALUE!3014711"
"28984","S-THYPARA","CKI.CODEVALUE!3014860"
"28984","S-THYROID","CKI.CODEVALUE!3014861"
"28984","STOMACHCA","CKI.CODEVALUE!3014826"
"28984","S-TOTALHIP","CKI.CODEVALUE!3014877"
"28984","S-TOTALKNE","CKI.CODEVALUE!3014878"
"28984","S-TRABEXTR","CKI.CODEVALUE!3032140"
"28984","S-TRABFACE","CKI.CODEVALUE!3032141"
"28984","S-TRABMULT","CKI.CODEVALUE!3032142"
"28984","S-TRABPELV","CKI.CODEVALUE!3032143"
"28984","S-TRABSPIN","CKI.CODEVALUE!3032144"
"28984","S-TRACHEOT","CKI.CODEVALUE!3023480"
"28984","S-TRANOTH","CKI.CODEVALUE!3032098"
"28984","S-TRANSPHE","CKI.CODEVALUE!3019177"
"28984","S-TRAUMABD","CKI.CODEVALUE!3032139"
"28984","S-TRAUMCHE","CKI.CODEVALUE!3032152"
"28984","S-TRAUMEXT","CKI.CODEVALUE!3032153"
"28984","S-TRAUMFAC","CKI.CODEVALUE!3032156"
"28984","S-TRAUMHEA","CKI.CODEVALUE!3032158"
"28984","S-TRAUMOTH","CKI.CODEVALUE!3036424"
"28984","S-TRAUMPEL","CKI.CODEVALUE!3036417"
"28984","S-TRAUMSPI","CKI.CODEVALUE!3036420"
"28984","S-TRCHABD","CKI.CODEVALUE!3032145"
"28984","S-TRCHEXTR","CKI.CODEVALUE!3032146"
"28984","S-TRCHFACE","CKI.CODEVALUE!3032147"
"28984","S-TRCHMULT","CKI.CODEVALUE!3032148"
"28984","S-TRCHPELV","CKI.CODEVALUE!3032149"
"28984","S-TRCHSPIN","CKI.CODEVALUE!3032150"
"28984","S-TREXTFAC","CKI.CODEVALUE!3032154"
"28984","S-TREXTMUL","CKI.CODEVALUE!3032155"
"28984","S-TRFACMUL","CKI.CODEVALUE!3032157"
"28984","S-TRHEABD","CKI.CODEVALUE!3032159"
"28984","S-TRHECHES","CKI.CODEVALUE!3032160"
"28984","S-TRHEEXTR","CKI.CODEVALUE!3032161"
"28984","S-TRHEFACE","CKI.CODEVALUE!3032162"
"28984","S-TRHEMULT","CKI.CODEVALUE!3032163"
"28984","S-TRHEPELV","CKI.CODEVALUE!3032164"
"28984","S-TRHESPIN","CKI.CODEVALUE!3032986"
"28984","S-TRIVALVE","CKI.CODEVALUE!3014730"
"28984","S-TRPELEXT","CKI.CODEVALUE!3034766"
"28984","S-TRPELFAC","CKI.CODEVALUE!3036374"
"28984","S-TRPELMUL","CKI.CODEVALUE!3036418"
"28984","S-TRPELSPI","CKI.CODEVALUE!3036419"
"28984","S-TRSPIEXT","CKI.CODEVALUE!3036421"
"28984","S-TRSPIFAC","CKI.CODEVALUE!3036422"
"28984","S-TRSPIMUL","CKI.CODEVALUE!3036423"
"28984","S-TURBPH","CKI.CODEVALUE!3014787"
"28984","S-TURCA","CKI.CODEVALUE!3014790"
"28984","S-UGIBLEED","CKI.CODEVALUE!3014757"
"28984","S-VALVAM","CKI.CODEVALUE!12606466"
"28984","S-VALVAO","CKI.CODEVALUE!12606467"
"28984","S-VALVE","CKI.CODEVALUE!3014729"
"28984","S-VALVMI","CKI.CODEVALUE!12606468"
"28984","S-VALVMR","CKI.CODEVALUE!12606469"
"28984","S-VALVPULM","CKI.CODEVALUE!12606470"
"28984","S-VALVREDO","CKI.CODEVALUE!3014716"
"28984","S-VALVTRI","CKI.CODEVALUE!12606471"
"28984","S-VARBLEED","CKI.CODEVALUE!3014760"
"28984","S-VASCANAS","CKI.CODEVALUE!3019154"
"28984","S-VASCOMPL","CKI.CODEVALUE!3014691"
"28984","S-VASOTHER","CKI.CODEVALUE!3014731"
"28984","S-VENACLIP","CKI.CODEVALUE!3014732"
"28984","S-VENAFILT","CKI.CODEVALUE!3014734"
"28984","S-VENANEUR","CKI.CODEVALUE!3014672"
"28984","S-VENTRIC","CKI.CODEVALUE!3019178"
"28984","SYSTLUPUS","CKI.CODEVALUE!3014866"
"28984","THROMBOCYT","CKI.CODEVALUE!3014820"
"28984","THYROIDNEO","CKI.CODEVALUE!3014856"
"28984","TRABDEXTR","CKI.CODEVALUE!3032100"
"28984","TRABDFACE","CKI.CODEVALUE!3032101"
"28984","TRABDMULT","CKI.CODEVALUE!3032102"
"28984","TRABDPELV","CKI.CODEVALUE!3032103"
"28984","TRABDSPINE","CKI.CODEVALUE!3032104"
"28984","TRACHCA","CKI.CODEVALUE!3019187"
"28984","TRANOTHER","CKI.CODEVALUE!3027837"
"28984","TRAUMABD","CKI.CODEVALUE!3032099"
"28984","TRAUMCHEST","CKI.CODEVALUE!3032113"
"28984","TRAUMEXTR","CKI.CODEVALUE!3032114"
"28984","TRAUMFACE","CKI.CODEVALUE!3032117"
"28984","TRAUMHEAD","CKI.CODEVALUE!3032119"
"28984","TRAUMPELV","CKI.CODEVALUE!3032130"
"28984","TRAUMSPINE","CKI.CODEVALUE!3032133"
"28984","TRCHESTABD","CKI.CODEVALUE!3032105"
"28984","TRCHESTEXT","CKI.CODEVALUE!3032106"
"28984","TRCHESTFAC","CKI.CODEVALUE!3032109"
"28984","TRCHESTMUL","CKI.CODEVALUE!3032110"
"28984","TRCHESTPEL","CKI.CODEVALUE!3032111"
"28984","TRCHESTSPI","CKI.CODEVALUE!3032112"
"28984","TREXTRFACE","CKI.CODEVALUE!3032115"
"28984","TREXTRMULT","CKI.CODEVALUE!3032116"
"28984","TRFACEMULT","CKI.CODEVALUE!3032118"
"28984","TRHEADABD","CKI.CODEVALUE!3032120"
"28984","TRHEADCHES","CKI.CODEVALUE!3032121"
"28984","TRHEADEXTR","CKI.CODEVALUE!3032123"
"28984","TRHEADFACE","CKI.CODEVALUE!3032124"
"28984","TRHEADMULT","CKI.CODEVALUE!3032125"
"28984","TRHEADPELV","CKI.CODEVALUE!3032126"
"28984","TRHEADSPIN","CKI.CODEVALUE!3032127"
"28984","TRPELVEXTR","CKI.CODEVALUE!3032128"
"28984","TRPELVFACE","CKI.CODEVALUE!3032129"
"28984","TRPELVMULT","CKI.CODEVALUE!3032131"
"28984","TRPELVSPIN","CKI.CODEVALUE!3032132"
"28984","TRSPINEXTR","CKI.CODEVALUE!3032134"
"28984","TRSPINFACE","CKI.CODEVALUE!3032135"
"28984","TRSPINMULT","CKI.CODEVALUE!3032136"
"28984","UGIBLEED","CKI.CODEVALUE!3014799"
"28984","UNKGIBLEED","CKI.CODEVALUE!3014796"
"28984","UNSTANGINA","CKI.CODEVALUE!3014624"
"28984","VARICBLEED","CKI.CODEVALUE!3014815"
"28984","VASCULITIS","CKI.CODEVALUE!3014871"
"28984","VIRALMYOSI","CKI.CODEVALUE!3014868"
"28984","WEANVENT","CKI.CODEVALUE!3023462"
"28985","ADVER","CKI.CODEVALUE!3162049"
"28985","OTHER","CKI.CODEVALUE!3162050"
"28985","THERP","CKI.CODEVALUE!3162051"
"29020","COMPLETE","CKI.CODEVALUE!3162425"
"29020","MANUAL","CKI.CODEVALUE!3162426"
"29020","ORDER","CKI.CODEVALUE!3096154"
"29060","LONGDATE","CKI.CODEVALUE!3139402"
"29060","MMDDYY","CKI.CODEVALUE!3139399"
"29060","MMDDYYYY","CKI.CODEVALUE!3139398"
"29060","SHORTDATE","CKI.CODEVALUE!3139403"
"29060","YYMMDD","CKI.CODEVALUE!3139401"
"29060","YYYYMMDD","CKI.CODEVALUE!3139400"
"29080","BILLPAYURL","CKI.CODEVALUE!4200181070"
"29080","STATEMENT","CKI.CODEVALUE!3139972"
"29100","ACUTE CARE","CKI.CODEVALUE!3161875"
"29100","AMBULATORY","CKI.CODEVALUE!3161876"
"29100","CLINIC","CKI.CODEVALUE!12984986"
"29100","EMERGENCY","CKI.CODEVALUE!3161877"
"29100","LONG TERM","CKI.CODEVALUE!3161878"
"29100","ONCOLOGY","CKI.CODEVALUE!3161879"
"29161","APPRANDFORWD","CKI.CODEVALUE!3165671"
"29161","APPROVED","CKI.CODEVALUE!3162953"
"29161","FORWARDED","CKI.CODEVALUE!3164496"
"29161","PEND PRIOR","CKI.CODEVALUE!3162955"
"29161","PENDING","CKI.CODEVALUE!3162956"
"29161","READ","CKI.CODEVALUE!3162959"
"29161","REMOVED","CKI.CODEVALUE!3165670"
"29161","REQUEUED","CKI.CODEVALUE!3164487"
"29161","RETURNED","CKI.CODEVALUE!3164488"
"29161","RTRNTOSENDER","CKI.CODEVALUE!3167289"
"29161","UNREAD","CKI.CODEVALUE!3162962"
"29161","UNREAD PEND","CKI.CODEVALUE!3162963"
"29162","ABNML_RESP","CKI.CODEVALUE!3162990"
"29162","ABNML_SUSC","CKI.CODEVALUE!3162992"
"29162","ALPH_FLAG","CKI.CODEVALUE!3162977"
"29162","AMD_RPT","CKI.CODEVALUE!3162988"
"29162","ANTIBIOTIC","CKI.CODEVALUE!3162999"
"29162","ASSAY","CKI.CODEVALUE!3163905"
"29162","AV_FAIL","CKI.CODEVALUE!3162973"
"29162","BBT_RSLT_FLG","CKI.CODEVALUE!3165695"
"29162","BODY_SITE","CKI.CODEVALUE!3162997"
"29162","CONV_RES","CKI.CODEVALUE!3162974"
"29162","CORR_CHK","CKI.CODEVALUE!3162991"
"29162","CORR_RESULT","CKI.CODEVALUE!3162970"
"29162","CORR_SUSC","CKI.CODEVALUE!3162993"
"29162","DLTN_FACTR","CKI.CODEVALUE!3162976"
"29162","GLB_RSLT_FLG","CKI.CODEVALUE!3165694"
"29162","HIST_ABO","CKI.CODEVALUE!3162982"
"29162","HLA_RSLT_FLG","CKI.CODEVALUE!3165696"
"29162","HLX_RSLT_FLG","CKI.CODEVALUE!3992445"
"29162","INSTR_ERR_CD","CKI.CODEVALUE!3162975"
"29162","MAX_VALUE","CKI.CODEVALUE!3163003"
"29162","MC_DLTA_FAIL","CKI.CODEVALUE!3718292"
"29162","MC_RES_STAT","CKI.CODEVALUE!3162983"
"29162","MC_SUSC_QL","CKI.CODEVALUE!3162984"
"29162","MIC_ALW_SND","CKI.CODEVALUE!2160200014"
"29162","MIC_PROC","CKI.CODEVALUE!3162986"
"29162","MIC_RPT","CKI.CODEVALUE!3162985"
"29162","MIC_SUSC","CKI.CODEVALUE!3162987"
"29162","MIC_USE_HIER","CKI.CODEVALUE!2160200015"
"29162","MIN_VALUE","CKI.CODEVALUE!3163002"
"29162","NUM_FLAG","CKI.CODEVALUE!3162978"
"29162","ORD_COMM","CKI.CODEVALUE!3162969"
"29162","ORD_PHY","CKI.CODEVALUE!3162966"
"29162","ORD_PROC","CKI.CODEVALUE!3162972"
"29162","ORGANISM","CKI.CODEVALUE!3162998"
"29162","PANEL","CKI.CODEVALUE!2160200016"
"29162","PAT_LOC","CKI.CODEVALUE!3162968"
"29162","PAT_TYP","CKI.CODEVALUE!3162967"
"29162","POS_PROC","CKI.CODEVALUE!3162989"
"29162","RES_COMM","CKI.CODEVALUE!3162980"
"29162","RESPONSE","CKI.CODEVALUE!3162995"
"29162","RESULT","CKI.CODEVALUE!3163001"
"29162","RPT_TYPE","CKI.CODEVALUE!3162994"
"29162","SERV_RES","CKI.CODEVALUE!3162971"
"29162","SOURCE","CKI.CODEVALUE!3162996"
"29162","SUSC","CKI.CODEVALUE!3163000"
"29162","VERF_PRSNL","CKI.CODEVALUE!3162965"
"29180","HLA_HISTORY","CKI.CODEVALUE!4048426"
"29180","REVIEWQUE","CKI.CODEVALUE!3163188"
"29190","CLOSED","CKI.CODEVALUE!723875735"
"29190","INACTIVE","CKI.CODEVALUE!723875734"
"29190","OPEN","CKI.CODEVALUE!723875733"
"29223","ASA~CPT4","CKI.CODEVALUE!4112640272"
"29223","ASA=CPT4","CKI.CODEVALUE!4112640271"
"29223","C10ES~CIE9MC","CKI.CODEVALUE!4114156360"
"29223","C10ES=CIE9MC","CKI.CODEVALUE!4114156348"
"29223","C10ES>CIE9MC","CKI.CODEVALUE!4114156349"
"29223","CERNER<I10CM","CKI.CODEVALUE!4115557756"
"29223","CERNER<LOINC","CKI.CODEVALUE!4102433467"
